ID,Block,Gender,Hhsize,HousingType,Idimp,Iddiff,Idinsult,ViolNorm1,ViolNorm2,PeerBlameJ,PeerBlameH,PeerBlameD,NoMeeting,LeadBlameJ,LeadBlameH,LeadBlameD,EmotJob1,DegrEmotJ,EmotJob2,EmotHous1,DegrEmotH,EmotHous2,SAPosNow,SAPosNorm,ForPosNow,ForPosNorm,EmotPos1,DegrEmotPos,EmotPos2,LiveAlex08,ParticToyi,ParticIntim,ParticLoot,ParticHelp,ParticHarm,ParticDestr,IntendToyi,IntendToyi2,IntendHelp,IntendHit,IntendDestr,Age,AttendCh,Married,YrsAlex,Working,JobR,Lang,Party,Education,Ownership,HaveElect,HaveTV,HaveCell,HaveFridge,HaveMicro,HaveComp,HaveCar
10322,S19,2,2,2,1,3,1,2,4,4,4,4,1,4,4,4,7,2,3,4,1,8,4,6,4,2,3,1,6,1,3,3,3,3,3,3,1,1,4,3,3,23,4,3,6,3,hair salon,1,8,3,3,2,2,2,2,1,1,1
10323,S16,1,4,6,2,4,2,5,2,2,2,4,0,NA,NA,NA,8,3,7,7,1,3,4,4,4,2,6,2,7,1,3,3,3,3,3,3,4,4,4,4,4,49,2,4,23,7,painter,6,8,2,1,2,2,2,2,1,1,1
10324,S17,2,5,6,2,3,4,5,1,3,4,4,3,4,4,4,2,3,8,6,3,3,5,7,4,3,7,1,7,1,3,3,3,3,3,3,1,1,2,4,3,24,2,2,24,7,never worked,4,88,2,2,2,2,1,2,1,1,1
10325,S20,1,2,2,1,2,1,3,3,2,2,3,2,4,4,4,3,2,7,8,1,7,3,6,3,2,8,2,7,1,3,3,3,3,3,3,1,1,3,4,4,36,2,1,13,1,general worker,6,8,3,3,2,2,2,2,1,1,1
10326,S20,1,3,6,1,4,2,4,2,2,2,4,0,NA,NA,NA,3,2,7,8,1,7,4,5,3,1,6,1,4,1,3,3,3,3,3,3,1,1,4,4,3,30,4,2,30,2,call centre operator,3,3,2,1,2,2,2,2,1,2,1
10327,S20,1,2,6,1,4,1,4,2,2,4,4,0,NA,NA,NA,3,2,6,7,2,8,4,6,3,2,6,1,7,1,3,3,3,3,3,3,1,1,1,4,4,23,2,3,3,7,never worked,4,1,2,3,2,2,2,2,1,1,1
10328,S16,2,1,2,1,4,1,5,1,2,2,2,0,NA,NA,NA,8,1,3,3,1,8,3,6,5,1,3,1,4,1,3,3,3,3,3,3,1,1,4,1,1,25,1,1,7,7,cleaner,4,3,3,2,2,2,2,2,1,1,1
10329,S16,2,1,2,2,4,1,5,1,2,2,2,0,NA,NA,NA,8,1,6,3,1,8,1,7,7,1,3,1,8,1,3,3,3,3,3,3,4,4,4,4,4,27,1,3,10,7,admin clerk,2,3,3,1,2,2,2,2,2,1,1
10330,S16,2,1,2,1,4,1,5,1,2,2,2,0,NA,NA,NA,6,1,8,8,1,6,4,6,5,1,3,1,7,1,3,3,3,3,3,3,1,1,4,4,4,41,1,1,29,7,domestic worker,4,3,2,2,2,2,2,1,1,1,1
10331,S16,1,2,2,1,4,1,5,1,2,2,2,0,NA,NA,NA,6,1,8,3,1,4,4,7,7,3,8,1,6,1,3,3,3,3,3,3,4,4,4,4,4,47,4,1,27,3,shopkeeper,5,3,3,1,2,2,2,2,2,1,2
10332,S16,1,1,1,1,4,1,5,1,1,1,2,0,NA,NA,NA,1,3,6,6,1,8,5,5,4,5,1,1,2,2,NA,NA,NA,NA,NA,NA,4,4,4,4,4,35,4,3,77,3, ,1,3,3,1,2,2,2,2,2,1,2
10333,S16,1,3,5,1,4,1,5,1,2,2,4,0,NA,NA,NA,3,1,8,3,1,8,4,6,4,2,6,1,4,1,3,3,3,3,3,3,1,1,4,4,4,53,2,4,42,6,miner,5,8,1,1,2,2,2,2,2,1,1
10334,S17,2,4,5,1,4,1,5,1,1,1,2,0,NA,NA,NA,4,1,3,3,1,8,2,6,4,1,8,1,6,1,3,3,3,3,3,3,1,1,4,1,1,25,1,3,77,7,car guard,2,8,3,1,2,2,2,2,2,1,1
10335,S17,2,4,5,1,4,1,1,2,1,1,1,1,4,4,4,6,1,4,6,1,4,2,6,4,1,3,1,8,1,3,3,3,3,3,3,1,1,4,4,1,20,1,3,77,7,never worked,8,3,1,2,2,2,2,2,2,1,1
10336,S17,1,1,2,1,4,1,5,1,1,1,1,0,NA,NA,NA,6,2,8,3,1,4,4,6,3,1,4,2,6,1,3,3,3,3,3,3,4,4,4,4,4,63,1,4,38,6,general worker,4,8,2,1,2,2,2,2,2,1,1
10337,S18,1,2,6,1,4,1,5,1,2,2,2,0,NA,NA,NA,5,3,6,6,1,3,4,6,3,1,6,1,8,1,3,3,3,3,3,3,4,4,3,4,4,49,2,1,77,1,machine operator,1,3,3,1,2,2,2,2,2,2,2
10338,S20,2,2,6,1,4,1,5,1,2,2,2,2,2,2,2,8,1,4,8,1,4,5,7,6,1,8,1,3,1,3,3,3,3,3,3,1,1,4,4,1,34,4,2,77,7,cashier,1,3,2,3,2,2,2,2,1,1,1
10339,S17,1,1,5,1,4,1,5,1,1,1,1,2,4,4,4,6,3,9,6,1,8,5,5,3,1,3,2,4,1,3,3,3,3,3,3,1,1,4,4,1,30,4,2,77,3,vendor,1,3,3,1,2,2,2,2,2,1,1
10340,S16,2,1,2,1,4,1,5,1,2,2,2,4,4,4,4,8,1,3,3,1,4,3,6,5,1,3,1,8,1,3,3,3,3,3,3,1,4,4,4,1,24,1,1,3,1,cleaner,4,3,3,2,2,2,2,2,1,1,1
10341,S17,2,3,6,1,4,1,5,1,1,1,1,0,NA,NA,NA,2,3,5,6,2,7,4,6,3,3,1,1,2,1,3,3,3,3,3,3,4,4,1,4,4,44,3,2,13,7,driver,1,3,2,1,2,2,2,2,1,1,1
10342,S15,2,2,6,2,2,3,5,1,2,2,3,0,NA,NA,NA,1,2,9,8,2,7,4,5,2,4,9,9,9,1,3,3,3,3,3,3,4,4,3,4,4,29,1,1,77,7,counsellor,3,3,5,1,2,2,2,2,2,2,1
10343,S15,1,2,6,2,2,4,4,2,2,2,3,0,NA,NA,NA,8,2,6,8,1,7,4,6,5,9,8,2,6,2,NA,NA,NA,NA,NA,NA,1,1,4,2,1,26,1,2,3,7,machine operator,4,8,3,2,2,2,2,1,1,1,1
10344,S15,2,2,6,1,4,4,4,2,1,2,9,0,NA,NA,NA,8,1,4,8,1,4,2,4,1,9,9,2,99,1,3,3,3,3,3,3,1,1,4,1,1,33,1,1,16,7,security guard,1,3,2,1,2,2,2,2,2,1,1
10345,S15,2,2,6,2,2,1,2,3,1,2,9,2,4,4,4,6,2,8,6,1,8,2,4,9,9,99,9,9,1,3,3,3,3,3,3,1,1,4,2,2,46,1,1,77,7,retail assistant,3,3,2,1,2,2,1,2,2,1,1
10346,S15,1,1,6,1,3,3,4,3,1,1,3,0,NA,NA,NA,8,2,4,3,2,4,2,4,2,2,6,2,8,1,3,3,3,3,3,3,2,1,4,1,9,28,3,2,77,7,never worked,5,8,3,2,2,2,2,2,1,1,1
10347,S15,1,2,2,2,3,2,3,3,1,1,9,0,NA,NA,NA,9,2,99,4,1,3,3,4,3,9,9,2,99,1,3,3,3,3,3,3,4,4,1,4,4,22,4,3,4,1,painter,6,3,2,1,2,1,1,1,1,1,1
10348,S16,2,2,5,2,2,2,4,2,1,1,9,0,NA,NA,NA,6,1,8,6,2,4,2,5,2,9,6,2,8,1,3,3,3,3,3,3,3,3,4,4,4,48,3,4,77,7,domestic worker,1,3,1,1,2,2,2,2,1,2,1
10349,S16,2,2,6,1,1,2,2,1,1,1,2,0,NA,NA,NA,8,1,4,3,2,4,2,4,9,9,8,2,6,1,3,3,3,3,3,3,3,3,3,4,4,28,4,2,8,7,sales rep,4,3,2,2,2,2,2,2,2,2,1
10350,S16,2,2,6,1,4,2,5,1,1,1,9,0,NA,NA,NA,8,1,6,8,1,6,2,5,3,9,6,2,8,1,3,3,3,3,3,3,4,4,1,4,4,61,1,4,77,6,retail assistant,3,8,2,1,2,2,8,2,2,1,1
10351,S16,1,3,6,1,2,2,5,1,1,1,4,0,NA,NA,NA,9,1,1,6,1,8,5,7,3,5,9,2,1,2,3,3,3,3,3,3,4,4,1,4,4,21,1,3,1,5,never worked,4,3,3,1,2,1,2,2,1,1,1
10352,S16,1,1,5,1,1,1,5,1,1,1,9,20,3,3,4,1,2,9,8,2,4,3,4,3,9,8,2,6,1,3,3,3,3,3,3,1,1,4,4,4,25,4,1,77,3, ,1,3,3,1,2,2,2,2,2,2,1
10353,S17,1,2,6,1,3,1,4,2,1,1,2,1,2,2,9,8,1,6,8,1,4,4,6,4,2,6,2,8,1,3,3,3,3,3,3,4,3,4,4,4,41,4,2,77,7,counsellor,3,3,3,1,2,2,2,2,2,1,1
10354,S17,2,1,6,2,4,1,1,1,1,1,2,0,NA,NA,NA,4,1,8,4,1,6,2,5,4,2,8,2,6,1,3,3,3,3,3,3,1,1,4,4,1,40,2,1,15,1,domestic worker,4,3,3,1,2,2,2,2,1,1,1
10355,S17,2,2,6,1,3,2,5,1,1,2,2,0,NA,NA,NA,8,2,6,8,1,4,2,4,4,2,8,2,6,1,3,3,3,3,3,3,4,4,3,4,4,24,2,2,4,1,restaurant worker,2,88,2,1,2,2,2,1,1,1,1
10356,S19,2,1,6,1,4,4,5,1,2,2,3,1,4,4,4,1,4,9,8,3,6,4,6,4,2,5,2,6,1,3,3,3,3,3,3,4,4,1,4,4,25,4,1,4,7,never worked,6,3,2,1,2,2,2,2,1,1,1
10357,S19,1,1,6,1,4,1,5,1,1,1,1,2,4,4,4,8,2,3,3,1,4,4,6,3,1,6,2,8,1,1,3,3,3,3,3,1,1,4,4,4,40,4,2,77,1,security guard,1,3,2,2,2,2,2,2,2,2,1
10358,S19,1,3,2,1,4,4,4,2,1,1,1,0,NA,NA,NA,6,1,3,3,1,4,4,6,4,1,6,1,8,1,3,3,3,3,3,3,1,1,4,4,1,30,4,2,77,7,never worked,2,3,2,3,2,2,2,2,1,1,1
10359,S19,2,1,2,1,4,1,5,1,1,1,1,0,NA,NA,NA,3,1,4,3,1,4,3,7,6,1,4,1,3,1,3,3,3,3,3,3,1,1,4,4,4,36,4,1,11,7,delivery driver,2,88,2,3,2,2,2,1,1,1,1
10360,S19,2,4,5,1,1,1,5,1,2,2,2,0,NA,NA,NA,1,1,2,6,2,8,5,6,4,5,1,2,9,1,3,3,3,3,3,3,4,4,1,4,4,22,3,3,77,7,never worked,8,3,3,1,2,2,2,2,2,1,2
10361,S19,2,1,6,1,4,1,5,1,2,2,2,0,NA,NA,NA,3,1,4,8,2,4,4,6,5,2,4,2,8,1,3,3,3,3,3,3,4,4,4,4,4,56,1,4,41,6,domestic worker,4,8,1,1,2,2,1,2,1,1,1
10362,S21,1,2,2,4,4,1,5,1,2,2,2,0,NA,NA,NA,3,1,4,8,1,4,2,7,7,1,8,1,4,2,NA,NA,NA,NA,NA,NA,1,1,4,4,4,45,4,2,22,7,never worked,2,8,2,3,2,2,2,2,1,1,1
10363,S20,1,1,5,1,4,1,5,1,2,2,2,0,NA,NA,NA,6,2,8,3,2,4,4,6,4,2,3,2,8,1,3,3,3,3,3,3,4,4,4,4,4,40,2,1,77,1,financial planner,1,3,7,1,2,2,2,2,2,1,1
10364,S20,2,4,6,2,4,4,5,1,1,1,1,0,NA,NA,NA,4,1,6,3,1,4,4,5,4,2,6,1,8,1,3,3,3,3,3,3,1,1,4,4,4,37,4,2,77,3,shopkeeper,4,8,2,2,2,2,2,1,1,1,1
10365,S18,2,3,5,1,4,1,5,1,2,2,2,0,NA,NA,NA,8,1,6,8,1,6,2,7,4,2,6,1,8,1,3,3,3,3,3,3,1,4,1,4,4,45,1,4,77,7,factory worker,3,3,3,1,2,2,2,2,2,1,1
10366,S18,1,2,5,1,4,1,5,1,2,2,3,0,NA,NA,NA,7,3,6,6,2,8,3,5,3,3,1,1,2,1,3,3,3,3,3,3,4,4,4,4,4,33,2,2,23,3,plumber,1,3,3,2,2,2,2,2,2,1,1
10367,S18,2,3,2,1,1,1,1,3,2,2,3,0,NA,NA,NA,8,2,3,8,2,6,4,6,3,3,6,3,4,1,3,3,3,3,3,3,4,4,4,4,4,56,1,1,4,3,vendor,4,8,1,3,2,2,2,1,1,1,1
10368,S19,1,4,2,2,3,2,4,2,4,4,4,1,4,4,4,7,1,4,6,2,7,3,5,3,2,8,2,7,1,3,3,3,3,3,3,4,4,4,4,4,36,3,3,36,2,retail assistant,2,8,3,2,2,2,2,2,2,2,1
10369,S18,2,2,6,1,2,2,4,1,2,2,2,0,NA,NA,NA,1,1,2,6,2,7,3,6,3,4,7,2,8,1,3,3,3,3,3,1,4,4,4,4,4,22,4,3,22,7,call centre operator,3,8,7,1,2,2,2,2,2,1,1
10370,S18,2,2,6,2,4,4,4,2,2,2,3,0,NA,NA,NA,2,3,1,1,2,99,4,7,4,5,1,2,2,1,3,3,3,3,3,3,4,4,4,4,4,67,3,4,15,6,domestic worker,2,8,1,3,2,2,2,2,1,1,1
10371,S18,1,4,2,2,4,1,4,2,4,4,4,0,NA,NA,NA,7,1,3,8,2,4,4,5,4,3,6,2,4,1,3,3,3,3,3,3,1,1,1,4,4,38,4,2,19,7,crane driver,5,8,2,3,2,2,2,2,1,1,1
10372,S18,1,2,5,2,4,5,2,2,2,2,3,0,NA,NA,NA,3,1,7,6,2,4,3,6,4,2,3,1,7,1,3,3,3,3,3,3,1,1,4,4,1,34,4,3,34,7,retail assistant,1,88,2,3,2,2,2,2,1,1,1
10373,S17,1,2,2,1,4,2,4,2,4,4,4,0,NA,NA,NA,3,1,4,3,1,4,3,6,4,2,7,1,4,1,3,3,3,3,3,3,1,1,4,4,4,20,4,3,7,7,general worker,2,3,2,3,2,2,2,2,1,1,1
10374,S18,2,2,2,1,3,1,4,2,4,4,4,1,4,4,4,6,1,7,8,2,4,3,6,4,3,3,2,3,1,3,3,3,3,3,3,1,1,4,4,4,26,3,2,26,2,retail assistant,3,8,3,1,2,2,2,2,2,2,1
10375,S18,1,2,5,4,2,5,2,4,2,2,2,0,NA,NA,NA,3,1,4,8,2,6,3,6,4,1,3,1,7,1,3,3,3,3,3,3,1,1,4,1,1,28,4,3,28,7,never worked,8,88,2,1,2,2,2,2,1,2,1
10376,S18,1,2,6,1,3,2,4,4,2,2,2,0,NA,NA,NA,9,NA,NA,6,1,7,4,6,3,4,1,3,6,1,3,3,3,3,3,3,4,4,1,4,4,23,3,3,15,7,never worked,3,8,7,1,2,2,2,2,2,1,1
10377,S19,1,2,6,1,4,2,4,2,4,4,4,0,NA,NA,NA,7,2,7,4,2,6,3,5,4,2,3,2,7,1,3,3,3,3,3,3,1,1,4,4,4,27,2,3,27,7,retail assistant,1,3,2,3,2,2,2,2,1,1,1
10379,S17,1,1,6,1,4,2,5,1,4,4,4,0,NA,NA,NA,9,NA,NA,6,3,8,4,5,4,3,9,NA,NA,1,3,3,3,3,3,3,4,4,1,4,4,41,4,2,41,3,shopkeeper,8,3,2,2,2,2,2,2,2,1,1
10380,S23,2,4,6,1,3,1,5,1,1,1,1,0,NA,NA,NA,8,1,6,3,1,4,2,4,6,1,8,1,6,1,3,3,3,3,3,3,4,4,4,4,4,66,1,1,30,6,domestic worker,4,3,1,1,2,2,1,2,1,1,1
10381,S18,2,2,6,4,4,4,2,4,2,2,9,0,NA,NA,NA,1,2,9,8,2,6,5,6,2,5,9,9,99,1,3,3,3,3,3,3,4,4,1,4,4,18,1,2,1,5,never worked,8,8,2,2,2,2,2,2,1,1,1
10383,S19,2,2,6,1,2,1,5,1,1,1,3,2,4,4,4,3,2,4,8,1,3,2,7,5,1,8,1,6,1,1,3,3,3,3,3,1,1,4,4,1,18,3,2,77,7,never worked,2,1,2,1,2,2,1,2,1,1,1
10384,S20,2,2,2,2,4,2,5,1,1,1,9,0,NA,NA,NA,8,1,6,8,1,6,1,4,1,9,9,2,99,1,3,3,3,3,3,3,4,4,4,4,4,31,2,1,5,7,never worked,4,3,3,1,1,1,2,1,1,1,1
10385,S20,1,1,2,1,4,2,4,2,1,1,1,2,4,4,4,8,1,6,4,1,8,1,4,3,9,6,2,8,1,2,3,3,3,3,3,4,2,3,4,4,60,1,4,42,6,lab assistant,4,3,2,1,1,1,1,1,1,1,1
10386,S20,1,3,2,1,4,4,4,1,1,1,2,0,NA,NA,NA,8,1,6,8,1,7,1,4,1,9,8,2,6,1,3,3,3,3,3,3,3,3,1,4,4,26,1,1,4,1,security guard,5,88,3,1,2,2,2,1,1,1,1
10387,S17,2,2,6,1,2,3,4,2,1,2,9,0,NA,NA,NA,6,2,99,4,1,8,4,5,9,9,9,4,99,2,NA,NA,NA,NA,NA,NA,4,4,4,4,4,26,2,2,1,1,call centre operator,1,8,3,2,2,2,2,2,2,1,1
10388,S23,1,2,2,2,2,3,4,3,1,1,3,0,NA,NA,NA,3,2,4,3,1,8,2,5,4,1,6,1,6,1,3,3,3,3,3,3,9,2,9,4,2,41,3,2,19,2,machine operator,6,8,2,3,2,2,2,1,1,1,1
10389,S17,1,3,5,1,4,1,5,1,4,4,4,0,NA,NA,NA,3,2,7,7,1,8,3,7,6,1,7,2,8,1,3,3,3,3,3,3,2,2,4,4,4,34,2,1,77,1,mechanic,1,3,3,1,2,2,2,2,2,1,1
10390,S17,2,4,5,1,4,2,5,2,4,4,4,0,NA,NA,NA,3,2,7,8,1,8,2,7,6,2,6,1,8,1,3,3,3,3,3,3,4,4,2,4,4,62,1,4,36,6,retail assistant,8,3,3,1,2,2,2,2,2,1,2
10391,S18,1,2,6,1,4,2,5,2,2,2,9,2,2,2,2,3,2,6,3,2,8,4,6,3,2,99,9,99,1,3,3,3,3,3,3,1,1,4,4,4,60,1,1,29,1,welder,6,8,2,1,2,2,2,2,2,1,1
10393,S22,2,1,6,4,2,3,2,3,1,1,1,0,NA,NA,NA,3,1,4,3,1,4,1,7,5,1,3,1,8,1,3,3,3,3,3,3,1,4,4,4,2,43,4,2,77,7,factory worker,9,3,1,3,2,2,2,1,1,1,1
10394,S23,2,4,6,1,4,2,4,1,4,4,4,2,4,2,4,6,3,8,7,1,8,8,8,8,8,88,8,88,1,3,3,3,1,3,3,4,4,2,4,4,36,2,1,10,1,factory worker,4,1,3,3,2,2,2,2,2,1,1
10395,S22,1,4,5,1,2,2,3,1,1,1,3,3,4,4,4,9,2,99,3,2,4,4,6,4,9,9,2,6,1,3,3,3,3,3,3,4,4,1,4,4,28,3,2,77,1,social worker,1,3,3,1,2,2,2,2,1,1,1
10396,S19,2,3,6,2,2,1,5,1,1,1,3,0,NA,NA,NA,8,1,6,8,1,6,1,4,5,1,8,1,6,1,3,3,3,3,3,3,2,2,1,4,1,73,4,4,58,6,domestic worker,5,3,1,1,2,2,1,2,1,1,1
10397,S19,1,2,6,4,2,5,5,2,1,1,2,0,NA,NA,NA,8,1,4,3,1,4,4,6,6,9,8,2,6,1,2,3,3,1,3,3,4,4,4,4,4,28,4,3,77,2,sales rep,3,3,3,1,2,2,2,2,2,1,1
10398,S19,1,1,6,2,2,4,4,1,1,1,1,0,NA,NA,NA,9,NA,NA,8,1,4,2,5,1,9,8,2,6,1,3,3,3,3,3,3,4,3,9,4,4,38,4,2,99,2,golf caddy,3,3,2,1,2,2,1,2,1,1,1
10399,S19,2,3,5,1,4,1,5,1,1,1,1,0,NA,NA,NA,3,1,4,3,1,4,3,5,9,1,4,1,8,1,3,3,3,3,3,3,1,1,3,4,1,50,3,1,77,7,admin clerk,1,8,2,3,2,2,2,2,2,2,1
10400,S21,1,3,6,1,4,1,5,1,1,1,4,0,NA,NA,NA,9,NA,NA,6,2,8,1,4,4,9,8,2,6,1,3,3,3,3,3,3,4,4,4,4,4,70,4,1,51,8,driver,1,3,1,1,2,2,2,2,2,1,2
10401,S21,2,3,2,1,2,1,4,2,1,1,1,0,NA,NA,NA,8,1,6,8,1,6,1,7,4,1,7,1,8,1,3,3,3,3,3,3,1,2,4,4,4,65,1,4,30,6,domestic worker,1,3,1,1,2,2,2,2,1,1,1
10402,S19,1,4,5,2,2,1,4,2,1,2,2,0,NA,NA,NA,9,NA,NA,4,2,8,4,5,3,5,9,NA,NA,1,3,3,3,3,3,3,4,4,4,4,4,23,4,2,77,1,sales rep,1,3,2,1,2,2,2,2,2,2,2
10403,S20,2,2,6,1,2,3,4,2,1,2,3,0,NA,NA,NA,6,2,99,8,1,6,3,4,9,3,99,2,6,1,3,3,3,3,3,3,4,4,9,4,4,27,2,2,77,7,sales rep,3,3,3,1,2,2,2,2,2,1,1
10404,S20,1,3,5,1,1,2,4,1,1,1,1,0,NA,NA,NA,4,1,8,4,1,7,2,4,3,9,8,2,9,1,3,3,3,3,3,3,4,3,4,4,4,54,2,1,77,7,furniture installation,4,88,2,1,2,2,2,2,2,1,2
10405,S20,2,2,6,4,1,2,5,1,1,2,9,0,NA,NA,NA,1,1,9,8,1,9,3,4,9,4,99,9,6,1,3,3,3,3,3,3,1,1,4,4,4,73,1,4,58,6,construction,4,3,1,1,2,1,2,2,2,1,1
10406,S20,1,3,6,1,4,2,5,2,2,2,3,0,NA,NA,NA,3,2,7,6,1,7,3,6,6,2,3,1,8,1,3,3,3,3,3,3,4,4,4,4,4,28,1,2,10,7,welder,1,3,2,3,2,2,2,2,1,1,1
10407,S20,1,1,2,1,4,1,5,2,1,1,2,0,NA,NA,NA,3,2,8,6,1,8,9,9,9,9,99,9,99,1,3,3,3,3,3,3,3,3,4,4,4,30,2,2,10,7,technician,5,3,3,3,2,2,2,2,1,1,1
10408,S20,2,7,6,1,4,1,5,1,1,1,3,6,4,2,4,6,1,8,7,1,8,3,7,6,1,6,2,7,1,3,3,3,3,3,3,4,4,4,4,4,45,1,1,19,7,domestic worker,4,8,3,1,2,2,2,2,1,1,1
10409,S20,2,1,6,1,4,1,5,1,2,2,4,0,NA,NA,NA,3,2,7,6,1,8,5,7,3,1,1,2,2,1,3,3,3,3,3,3,4,4,4,4,4,32,2,1,3,1,hospitality worker,4,8,2,1,2,2,2,2,1,2,1
10410,S20,2,2,6,1,4,4,5,1,2,2,4,0,NA,NA,NA,3,2,7,3,2,8,3,7,5,2,7,1,8,1,3,3,3,3,3,3,4,4,4,4,4,27,1,2,3,7,cleaner,4,8,3,1,2,2,2,2,1,1,1
10411,S20,1,3,6,1,4,2,5,1,2,2,4,1,2,2,4,6,2,8,7,1,8,3,7,6,2,8,1,8,1,3,3,3,3,3,3,1,1,4,1,1,33,4,2,8,2,restaurant worker,4,3,3,3,1,1,2,1,1,1,1
10412,S20,1,2,2,1,4,1,5,1,3,3,3,0,NA,NA,NA,9,NA,NA,5,3,8,4,7,3,2,1,2,2,2,NA,NA,NA,NA,NA,NA,3,3,4,4,4,20,1,3,2,7,never worked,4,3,7,3,2,2,2,2,1,1,1
10413,S19,1,4,5,2,4,1,5,2,4,4,4,0,NA,NA,NA,9,NA,NA,6,1,8,4,6,4,2,9,NA,NA,1,3,3,3,3,3,3,4,4,4,4,1,24,2,2,18,1,retail assistant,1,8,3,1,2,2,2,2,2,1,1
10414,S19,2,3,6,1,4,1,4,2,2,2,4,0,NA,NA,NA,3,1,7,3,1,8,3,6,6,1,6,2,8,1,3,3,3,3,3,3,4,4,4,4,4,28,1,8,6,7,,4,8,3,1,2,2,2,2,1,1,1
10415,S19,2,4,5,1,4,2,5,1,2,2,4,1,4,2,4,9,NA,NA,6,1,8,3,7,3,1,9,NA,NA,1,3,3,3,3,3,3,4,4,3,4,4,28,2,1,77,7,hospitality worker,1,3,2,3,2,2,2,2,2,1,1
10416,S19,1,1,5,1,4,1,5,1,2,2,4,0,NA,NA,NA,6,2,8,6,1,8,4,7,4,2,9,NA,NA,1,3,3,3,3,3,3,4,4,3,4,4,21,4,2,77,7,never worked,4,8,3,1,2,2,2,2,2,2,2
10417,S19,2,4,6,2,4,4,5,1,2,2,4,2,2,1,2,1,2,2,1,2,2,5,7,3,8,88,8,9,1,3,3,3,1,2,2,4,4,2,4,4,28,2,2,28,7,retail assistant,2,3,3,1,2,2,2,2,2,1,1
10418,S19,1,3,6,1,4,1,5,1,4,4,4,0,NA,NA,NA,3,2,7,6,1,8,5,1,3,7,5,1,7,1,3,3,3,3,3,3,4,4,1,4,4,25,4,2,17,2,baker,1,8,2,3,2,2,2,2,1,1,1
10419,S19,2,4,5,1,4,2,3,1,4,4,4,0,NA,NA,NA,3,1,6,7,1,8,9,9,9,9,99,9,99,1,3,3,3,1,3,3,4,4,1,4,4,73,1,4,40,6,domestic worker,8,3,2,1,2,2,1,2,2,1,1
10420,S20,1,1,6,3,4,5,5,1,3,3,3,1,4,4,4,9,4,9,6,3,9,4,4,4,4,2,3,9,1,3,3,3,3,3,3,4,4,4,4,4,34,4,2,12,3,small business owner,6,8,2,1,2,2,2,2,2,1,1
10421,S20,2,4,6,1,3,1,5,1,1,1,1,0,NA,NA,NA,6,1,4,8,1,3,1,7,2,1,3,1,2,1,3,3,3,3,3,3,4,4,4,4,4,18,2,3,7,5,never worked,1,4,1,2,2,2,2,2,2,1,1
10422,S20,1,3,5,1,4,5,5,1,2,2,2,0,NA,NA,NA,6,2,7,8,1,6,4,5,3,3,2,1,7,1,3,3,3,3,3,3,4,4,4,4,4,24,3,2,77,3,shopkeeper,1,7,2,1,2,2,2,2,2,2,1
10423,S20,2,2,2,3,3,4,5,1,1,1,2,1,4,4,4,7,1,6,3,1,4,4,6,2,3,1,1,2,2,NA,NA,NA,NA,NA,NA,3,3,4,4,4,33,2,2,21,2,general worker,2,8,3,3,2,2,2,2,1,1,1
10424,S20,2,1,2,1,4,1,5,1,1,1,1,1,4,4,4,3,1,4,4,1,3,3,5,4,1,6,1,4,1,1,3,3,3,3,3,1,1,4,4,4,34,2,2,18,7,,2,3,3,2,2,2,2,2,1,1,1
10425,S19,2,2,2,1,4,1,5,1,2,2,2,0,NA,NA,NA,8,3,6,6,1,8,3,5,2,3,9,9,9,1,3,3,3,3,3,3,4,1,4,4,4,36,4,2,13,7,domestic worker,2,99,2,3,2,2,2,1,1,1,1
10426,S23,2,1,2,1,4,1,5,1,3,3,3,1,3,3,4,2,1,1,1,3,2,5,7,5,6,2,1,2,2,3,3,3,3,3,3,4,4,1,4,4,51,3,2,30,7,cleaner,2,3,2,2,2,2,2,1,1,1,1
10427,S23,2,3,5,1,4,5,5,1,2,2,2,0,NA,NA,NA,7,3,6,6,2,8,4,6,3,3,6,2,8,1,3,3,3,3,3,3,4,4,4,4,4,49,2,2,17,7,domestic worker,2,3,2,2,2,2,2,2,1,1,1
10428,S21,1,1,5,1,4,1,5,1,2,2,3,4,4,4,4,5,3,6,6,1,8,5,5,2,4,1,1,2,1,3,3,3,3,3,3,4,4,4,4,4,42,2,1,77,1,mechanic,1,3,7,1,2,2,2,2,2,1,2
10429,S21,2,1,5,2,4,5,5,1,2,2,2,0,NA,NA,NA,6,2,8,3,2,4,4,6,3,3,9,4,9,1,3,3,3,3,3,3,4,4,3,4,4,59,1,4,34,6,cleaner,4,3,2,1,2,2,2,2,1,1,1
10430,S22,1,1,6,1,3,1,5,1,1,2,2,0,NA,NA,NA,8,3,6,8,2,4,5,7,4,2,1,1,2,1,3,3,3,3,3,3,4,4,4,4,4,37,4,2,23,7,sales rep,1,8,2,1,2,2,2,2,1,1,1
10431,S22,1,4,5,1,4,1,5,1,1,1,1,0,NA,NA,NA,1,3,6,8,1,6,6,5,3,4,2,1,1,1,3,3,3,3,3,3,4,4,4,4,4,49,4,2,77,1,,1,8,3,1,2,2,2,2,2,1,2
10432,S22,2,3,5,1,4,1,5,1,2,2,2,0,NA,NA,NA,4,1,6,6,1,4,4,6,4,3,8,3,6,1,3,3,3,3,3,3,4,4,1,4,4,22,1,3,77,7,never worked,4,8,3,3,2,2,2,2,1,1,1
